Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Gls_Per_Match,Ast_Per_Match
2244,Lucas Robertone,ar ARG,MF,Almería,es La Liga,26.0,1997.0,33,29,2381,26.5,0,5,5,0,0,0,11,0,1.0,1.0,2.5,3.5,31.0,128.0,37.0,0.0,0.19,0.19,0.0,0.19,0.04,0.1,0.13,0.04,0.13,0.0,0.15151515151515152
2245,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,27.0,1995.0,14,8,823,9.1,0,1,1,0,0,0,5,1,0.0,0.0,0.2,0.2,6.0,38.0,13.0,0.0,0.11,0.11,0.0,0.11,0.0,0.02,0.02,0.0,0.02,0.0,0.07142857142857142
2246,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,29.0,1994.0,23,18,1693,18.8,3,2,5,3,0,0,2,0,1.9,1.9,5.4,7.3,63.0,140.0,130.0,0.16,0.11,0.27,0.16,0.27,0.1,0.29,0.39,0.1,0.39,0.13043478260869565,0.08695652173913043
2247,Antonee Robinson,us USA,DF,Fulham,eng Premier League,25.0,1997.0,37,37,3265,36.3,0,6,6,0,0,0,6,0,0.7,0.7,4.2,4.8,99.0,129.0,194.0,0.0,0.17,0.17,0.0,0.17,0.02,0.11,0.13,0.02,0.13,0.0,0.16216216216216217
2248,Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,29.0,1993.0,34,31,2885,32.1,1,1,2,1,0,0,10,0,1.2,1.2,1.2,2.4,8.0,63.0,14.0,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,0.029411764705882353,0.029411764705882353
2249,Marc Roca,es ESP,MF,Betis,es La Liga,26.0,1996.0,26,24,1980,22.0,2,2,4,2,0,0,5,0,1.1,1.1,1.4,2.5,24.0,126.0,20.0,0.09,0.09,0.18,0.09,0.18,0.05,0.06,0.12,0.05,0.12,0.07692307692307693,0.07692307692307693
2252,Rodri,es ESP,MF,Manchester City,eng Premier League,27.0,1996.0,34,34,2931,32.6,8,9,17,8,0,0,8,1,4.1,4.1,3.9,8.0,76.0,376.0,55.0,0.25,0.28,0.52,0.25,0.52,0.12,0.12,0.24,0.12,0.24,0.23529411764705882,0.2647058823529412
2253,Rodri,es ESP,"FW,MF",Betis,es La Liga,23.0,2000.0,29,9,1051,11.7,0,0,0,0,0,0,0,0,1.1,1.1,1.2,2.2,49.0,65.0,116.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.19,0.09,0.19,0.0,0.0
2254,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,es La Liga,25.0,1998.0,24,9,967,10.7,2,1,3,2,0,0,9,0,1.5,1.5,2.1,3.6,13.0,52.0,48.0,0.19,0.09,0.28,0.19,0.28,0.14,0.2,0.34,0.14,0.34,0.08333333333333333,0.041666666666666664
2256,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,35.0,1988.0,36,31,2615,29.1,2,4,6,2,0,0,9,0,1.4,1.4,4.1,5.5,54.0,118.0,110.0,0.07,0.14,0.21,0.07,0.21,0.05,0.14,0.19,0.05,0.19,0.05555555555555555,0.1111111111111111
2257,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,29.0,1994.0,24,22,1846,20.5,2,0,2,2,0,0,6,0,0.7,0.7,0.8,1.4,8.0,65.0,18.0,0.1,0.0,0.1,0.1,0.1,0.03,0.04,0.07,0.03,0.07,0.08333333333333333,0.0
2258,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,34.0,1989.0,21,7,822,9.1,2,1,3,1,1,1,0,0,3.5,2.7,0.2,2.9,2.0,17.0,28.0,0.22,0.11,0.33,0.11,0.22,0.38,0.02,0.4,0.3,0.32,0.09523809523809523,0.047619047619047616
2259,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,27.0,1996.0,37,36,3211,35.7,6,2,8,6,0,0,8,0,2.1,2.1,1.6,3.7,46.0,296.0,78.0,0.17,0.06,0.22,0.17,0.22,0.06,0.05,0.1,0.06,0.1,0.16216216216216217,0.05405405405405406
2261,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,30.0,1992.0,35,34,2772,30.8,1,2,3,1,0,0,4,0,0.3,0.3,1.4,1.7,61.0,127.0,40.0,0.03,0.06,0.1,0.03,0.1,0.01,0.04,0.05,0.01,0.05,0.02857142857142857,0.05714285714285714
2262,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22.0,2001.0,34,28,2380,26.4,10,5,15,10,0,1,2,0,11.7,10.9,4.0,14.9,159.0,90.0,301.0,0.38,0.19,0.57,0.38,0.57,0.44,0.15,0.59,0.41,0.56,0.29411764705882354,0.14705882352941177
2263,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,24.0,1999.0,34,22,1985,22.1,1,2,3,1,0,0,1,0,0.9,0.9,1.8,2.7,18.0,43.0,90.0,0.05,0.09,0.14,0.05,0.14,0.04,0.08,0.12,0.04,0.12,0.029411764705882353,0.058823529411764705
2264,Rogério,br BRA,DF,Wolfsburg,de Bundesliga,25.0,1998.0,13,10,906,10.1,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,27.0,57.0,42.0,0.1,0.0,0.1,0.1,0.1,0.03,0.04,0.07,0.03,0.07,0.07692307692307693,0.0
2265,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,eng Premier League,21.0,2002.0,11,8,638,7.1,3,1,4,3,0,0,3,0,1.4,1.4,0.6,2.0,22.0,28.0,30.0,0.42,0.14,0.56,0.42,0.56,0.19,0.09,0.28,0.19,0.28,0.2727272727272727,0.09090909090909091
2266,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,21.0,2002.0,24,17,1477,16.4,2,4,6,2,0,0,3,1,2.0,2.0,2.5,4.5,44.0,38.0,87.0,0.12,0.24,0.37,0.12,0.37,0.12,0.15,0.28,0.12,0.28,0.08333333333333333,0.16666666666666666
2267,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28.0,1995.0,29,26,2411,26.8,0,0,0,0,0,0,9,0,0.6,0.6,0.6,1.1,7.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,0.0,0.0
2268,Simone Romagnoli,it ITA,DF,Frosinone,it Serie A,33.0,1990.0,33,30,2715,30.2,1,1,2,1,0,0,6,0,1.2,1.2,0.4,1.6,2.0,47.0,2.0,0.03,0.03,0.07,0.03,0.07,0.04,0.01,0.05,0.04,0.05,0.030303030303030304,0.030303030303030304
2270,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,25.0,1998.0,33,33,2790,31.0,5,0,5,5,0,0,7,1,3.5,3.5,0.4,3.9,32.0,179.0,8.0,0.16,0.0,0.16,0.16,0.16,0.11,0.01,0.13,0.11,0.13,0.15151515151515152,0.0
2271,Isaac Romero,es ESP,FW,Sevilla,es La Liga,23.0,2000.0,14,14,1039,11.5,4,4,8,4,0,0,2,0,7.3,7.3,1.7,9.0,31.0,16.0,64.0,0.35,0.35,0.69,0.35,0.69,0.63,0.15,0.78,0.63,0.78,0.2857142857142857,0.2857142857142857
2274,Oriol Romeu,es ESP,MF,Barcelona,es La Liga,31.0,1991.0,28,11,936,10.4,0,1,1,0,0,0,4,0,0.7,0.7,1.3,2.0,12.0,66.0,4.0,0.0,0.1,0.1,0.0,0.1,0.07,0.12,0.19,0.07,0.19,0.0,0.03571428571428571
2275,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28.0,1994.0,10,10,851,9.5,0,0,0,0,0,0,2,0,0.6,0.6,0.8,1.4,19.0,73.0,10.0,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.15,0.06,0.15,0.0,0.0
2277,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,32.0,1991.0,30,29,2599,28.9,0,5,5,0,0,0,10,0,0.6,0.6,1.2,1.8,28.0,178.0,22.0,0.0,0.17,0.17,0.0,0.17,0.02,0.04,0.06,0.02,0.06,0.0,0.16666666666666666
2280,Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,26.0,1997.0,30,21,2009,22.3,0,0,0,0,0,0,4,0,1.2,1.2,1.4,2.6,20.0,93.0,27.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,0.0,0.0
2284,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,22.0,2001.0,22,11,1010,11.2,0,2,2,0,0,0,3,0,0.1,0.1,0.8,0.9,8.0,68.0,10.0,0.0,0.18,0.18,0.0,0.18,0.01,0.07,0.08,0.01,0.08,0.0,0.09090909090909091
2285,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30.0,1993.0,23,8,752,8.4,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,10.0,38.0,29.0,0.0,0.12,0.12,0.0,0.12,0.04,0.07,0.11,0.04,0.11,0.0,0.043478260869565216
2286,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,21.0,2001.0,23,16,1318,14.6,0,2,2,0,0,0,6,0,0.6,0.6,0.5,1.1,21.0,56.0,11.0,0.0,0.14,0.14,0.0,0.14,0.04,0.03,0.08,0.04,0.08,0.0,0.08695652173913043
2287,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29.0,1994.0,30,30,2600,28.9,3,0,3,3,0,0,5,0,2.2,2.2,0.9,3.1,19.0,113.0,4.0,0.1,0.0,0.1,0.1,0.1,0.08,0.03,0.11,0.08,0.11,0.1,0.0
2288,Ruan,br BRA,DF,Sassuolo,it Serie A,24.0,1999.0,26,16,1516,16.8,0,0,0,0,0,0,7,1,0.5,0.5,0.6,1.1,8.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,0.0,0.0
2289,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,eng Premier League,30.0,1993.0,27,11,1101,12.2,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.1,10.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,0.0,0.0
2290,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30.0,1993.0,33,30,2709,30.1,1,0,1,1,0,0,7,0,1.5,1.5,1.2,2.6,17.0,88.0,1.0,0.03,0.0,0.03,0.03,0.03,0.05,0.04,0.09,0.05,0.09,0.030303030303030304,0.0
2293,Daniele Rugani,it ITA,DF,Juventus,it Serie A,29.0,1994.0,17,13,1187,13.2,2,0,2,2,0,0,2,0,1.6,1.6,0.4,2.0,2.0,46.0,2.0,0.15,0.0,0.15,0.15,0.15,0.12,0.03,0.15,0.12,0.15,0.11764705882352941,0.0
2294,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,21.0,2002.0,34,28,2449,27.2,0,4,4,0,0,0,3,0,0.5,0.5,1.8,2.3,55.0,142.0,132.0,0.0,0.15,0.15,0.0,0.15,0.02,0.07,0.08,0.02,0.08,0.0,0.11764705882352941
2295,Mário Rui,pt POR,DF,Napoli,it Serie A,32.0,1991.0,21,14,1205,13.4,0,2,2,0,0,0,7,1,0.1,0.1,1.9,2.0,33.0,90.0,59.0,0.0,0.15,0.15,0.0,0.15,0.01,0.14,0.15,0.01,0.15,0.0,0.09523809523809523
2296,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,27.0,1996.0,18,11,1017,11.3,2,1,3,2,0,0,5,0,0.8,0.8,1.3,2.1,22.0,54.0,50.0,0.18,0.09,0.27,0.18,0.27,0.07,0.11,0.19,0.07,0.19,0.1111111111111111,0.05555555555555555
2297,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,27.0,1996.0,21,14,1197,13.3,1,3,4,1,0,0,3,0,2.0,2.0,1.2,3.1,16.0,78.0,40.0,0.08,0.23,0.3,0.08,0.3,0.15,0.09,0.24,0.15,0.24,0.047619047619047616,0.14285714285714285
2298,Sergio Ruiz,es ESP,MF,Granada,es La Liga,28.0,1994.0,35,30,2494,27.7,0,4,4,0,0,0,9,0,0.7,0.7,1.3,2.0,34.0,113.0,23.0,0.0,0.14,0.14,0.0,0.14,0.03,0.05,0.07,0.03,0.07,0.0,0.11428571428571428
2299,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25.0,1997.0,21,20,1767,19.6,4,1,5,4,0,0,3,0,1.8,1.8,2.7,4.5,41.0,64.0,118.0,0.2,0.05,0.25,0.2,0.25,0.09,0.14,0.23,0.09,0.23,0.19047619047619047,0.047619047619047616
2300,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30.0,1992.0,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
2301,José Sá,pt POR,GK,Wolves,eng Premier League,30.0,1993.0,35,35,3037,33.7,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857
2302,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30.0,1993.0,12,12,1046,11.6,0,1,1,0,0,0,2,0,0.1,0.1,0.5,0.6,31.0,47.0,43.0,0.0,0.09,0.09,0.0,0.09,0.01,0.04,0.05,0.01,0.05,0.0,0.08333333333333333
2303,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,25.0,1997.0,30,18,1584,17.6,5,1,6,3,2,2,5,0,4.1,2.5,1.4,4.0,38.0,36.0,101.0,0.28,0.06,0.34,0.17,0.23,0.23,0.08,0.32,0.14,0.23,0.16666666666666666,0.03333333333333333
2304,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,30.0,1993.0,32,30,2429,27.0,0,1,1,0,0,0,5,0,0.8,0.8,1.9,2.7,69.0,88.0,101.0,0.0,0.04,0.04,0.0,0.04,0.03,0.07,0.1,0.03,0.1,0.0,0.03125
2305,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,29.0,1994.0,25,23,1961,21.8,4,3,7,3,1,1,3,1,3.6,2.8,1.8,4.6,39.0,111.0,69.0,0.18,0.14,0.32,0.14,0.28,0.16,0.08,0.25,0.13,0.21,0.16,0.12
2306,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,28.0,1995.0,19,15,1382,15.4,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.5,38.0,63.0,42.0,0.0,0.07,0.07,0.0,0.07,0.0,0.03,0.03,0.0,0.03,0.0,0.05263157894736842
2308,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26.0,1997.0,26,12,1077,12.0,3,1,4,3,0,0,4,0,3.6,3.6,1.1,4.7,18.0,13.0,74.0,0.25,0.08,0.33,0.25,0.33,0.3,0.09,0.39,0.3,0.39,0.11538461538461539,0.038461538461538464
2309,Alexis Saelemaekers,be BEL,"FW,MF",Bologna,it Serie A,24.0,1999.0,30,21,1887,21.0,4,2,6,4,0,0,7,1,2.6,2.6,2.8,5.5,65.0,77.0,180.0,0.19,0.1,0.29,0.19,0.29,0.13,0.14,0.26,0.13,0.26,0.13333333333333333,0.06666666666666667
2311,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,24.0,1999.0,13,12,1054,11.7,2,0,2,2,0,0,5,0,1.2,1.2,0.3,1.5,7.0,25.0,5.0,0.17,0.0,0.17,0.17,0.17,0.1,0.03,0.13,0.1,0.13,0.15384615384615385,0.0
2312,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,28.0,1995.0,27,11,1020,11.3,7,1,8,7,0,0,1,0,5.7,5.7,0.9,6.6,18.0,26.0,95.0,0.62,0.09,0.71,0.62,0.71,0.5,0.08,0.58,0.5,0.58,0.25925925925925924,0.037037037037037035
2314,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21.0,2001.0,35,35,2919,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155.0,126.0,508.0,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,0.45714285714285713,0.2571428571428571
2316,Ibrahim Salah,ma MAR,"FW,MF",Rennes,fr Ligue 1,21.0,2001.0,23,4,524,5.8,4,1,5,4,0,0,3,0,3.1,3.1,0.5,3.6,15.0,18.0,61.0,0.69,0.17,0.86,0.69,0.86,0.54,0.08,0.62,0.54,0.62,0.17391304347826086,0.043478260869565216
2317,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,31.0,1992.0,32,28,2534,28.2,18,10,28,13,5,7,2,0,21.2,15.5,11.8,27.3,98.0,147.0,341.0,0.64,0.36,0.99,0.46,0.82,0.75,0.42,1.17,0.55,0.97,0.5625,0.3125
2319,Kike Salas,es ESP,DF,Sevilla,es La Liga,21.0,2002.0,23,19,1605,17.8,3,0,3,3,0,0,10,0,0.8,0.8,0.5,1.4,11.0,61.0,16.0,0.17,0.0,0.17,0.17,0.17,0.05,0.03,0.08,0.05,0.08,0.13043478260869565,0.0
2320,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22.0,2001.0,38,38,3420,38.0,2,1,3,2,0,0,4,0,1.6,1.6,0.2,1.8,16.0,157.0,6.0,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05,0.05263157894736842,0.02631578947368421
2321,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,24.0,1999.0,12,11,1035,11.5,0,1,1,0,0,0,2,0,0.2,0.2,0.2,0.5,7.0,72.0,6.0,0.0,0.09,0.09,0.0,0.09,0.02,0.02,0.04,0.02,0.04,0.0,0.08333333333333333
2322,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,26.0,1997.0,27,22,1840,20.4,3,2,5,3,0,1,6,0,7.9,7.1,3.5,10.6,47.0,41.0,139.0,0.15,0.1,0.24,0.15,0.24,0.39,0.17,0.56,0.35,0.52,0.1111111111111111,0.07407407407407407
2323,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,30.0,1992.0,20,18,1568,17.4,1,1,2,1,0,0,3,0,1.1,1.1,0.7,1.8,8.0,48.0,8.0,0.06,0.06,0.11,0.06,0.11,0.06,0.04,0.1,0.06,0.1,0.05,0.05
2325,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21.0,2002.0,34,28,2372,26.4,6,2,8,5,1,1,3,0,3.5,2.8,5.5,8.3,65.0,83.0,91.0,0.23,0.08,0.3,0.19,0.27,0.13,0.21,0.34,0.11,0.31,0.17647058823529413,0.058823529411764705
2328,Mama Samba Baldé,gw GNB,"FW,MF",Lyon,fr Ligue 1,27.0,1995.0,20,4,551,6.1,2,3,5,2,0,0,1,0,3.4,3.4,2.3,5.7,23.0,11.0,73.0,0.33,0.49,0.82,0.33,0.82,0.55,0.38,0.94,0.55,0.94,0.1,0.15
2329,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,29.0,1994.0,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0
2330,Albert Sambi Lokonga,be BEL,MF,Luton Town,eng Premier League,23.0,1999.0,17,16,1303,14.5,1,3,4,1,0,0,4,0,0.6,0.6,1.4,2.0,29.0,72.0,13.0,0.07,0.21,0.28,0.07,0.28,0.04,0.1,0.14,0.04,0.14,0.058823529411764705,0.17647058823529413
2331,Junior Sambia,fr FRA,"DF,MF",Salernitana,it Serie A,26.0,1996.0,18,10,1032,11.5,1,2,3,1,0,0,4,0,0.5,0.5,0.9,1.4,23.0,41.0,37.0,0.09,0.17,0.26,0.09,0.26,0.05,0.07,0.12,0.05,0.12,0.05555555555555555,0.1111111111111111
2333,Antonio Sanabria,py PAR,"FW,MF",Torino,it Serie A,27.0,1996.0,35,23,2133,23.7,5,0,5,3,2,2,2,0,9.3,7.7,1.4,9.1,19.0,57.0,109.0,0.21,0.0,0.21,0.13,0.13,0.39,0.06,0.45,0.32,0.38,0.14285714285714285,0.0
2334,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,23.0,2000.0,30,25,1975,21.9,4,5,9,4,0,1,5,2,6.3,5.5,4.7,10.2,76.0,121.0,157.0,0.18,0.23,0.41,0.18,0.41,0.29,0.21,0.5,0.25,0.47,0.13333333333333333,0.16666666666666666
2336,Ricard Sánchez,es ESP,DF,Granada,es La Liga,23.0,2000.0,33,25,2295,25.5,3,0,3,3,0,0,8,0,1.0,1.0,1.9,2.9,49.0,84.0,103.0,0.12,0.0,0.12,0.12,0.12,0.04,0.08,0.11,0.04,0.11,0.09090909090909091,0.0
2337,Alexis Sánchez,cl CHI,"FW,MF",Inter,it Serie A,34.0,1988.0,23,6,763,8.5,2,5,7,1,1,1,0,0,3.2,2.5,3.1,5.6,16.0,53.0,58.0,0.24,0.59,0.83,0.12,0.71,0.38,0.37,0.75,0.29,0.66,0.08695652173913043,0.21739130434782608
2338,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26.0,1997.0,29,21,1452,16.1,3,1,4,3,0,0,3,0,2.5,2.5,0.8,3.3,35.0,57.0,61.0,0.19,0.06,0.25,0.19,0.25,0.16,0.05,0.21,0.16,0.21,0.10344827586206896,0.034482758620689655
2340,Juanlu Sánchez,es ESP,DF,Sevilla,es La Liga,19.0,2003.0,26,11,1181,13.1,0,2,2,0,0,0,2,0,0.9,0.9,1.1,2.0,42.0,50.0,112.0,0.0,0.15,0.15,0.0,0.15,0.07,0.09,0.15,0.07,0.15,0.0,0.07692307692307693
2341,Manu Sánchez,es ESP,"DF,MF",Celta Vigo,es La Liga,22.0,2000.0,26,20,1775,19.7,0,5,5,0,0,0,3,0,0.5,0.5,2.7,3.2,41.0,74.0,67.0,0.0,0.25,0.25,0.0,0.25,0.02,0.14,0.16,0.02,0.16,0.0,0.19230769230769232
2342,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,25.0,1997.0,16,16,1433,15.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2344,Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,23.0,2000.0,14,11,947,10.5,2,2,4,2,0,0,1,0,0.7,0.7,3.0,3.7,61.0,62.0,114.0,0.19,0.19,0.38,0.19,0.38,0.07,0.28,0.35,0.07,0.35,0.14285714285714285,0.14285714285714285
2345,Alex Sandro,br BRA,DF,Juventus,it Serie A,32.0,1991.0,16,8,721,8.0,1,0,1,1,0,0,1,0,0.4,0.4,0.9,1.3,16.0,43.0,9.0,0.12,0.0,0.12,0.12,0.12,0.05,0.11,0.16,0.05,0.16,0.0625,0.0
2347,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,27.0,1996.0,27,25,2137,23.7,8,11,19,8,0,0,4,0,10.9,10.9,10.8,21.8,121.0,113.0,274.0,0.34,0.46,0.8,0.34,0.8,0.46,0.46,0.92,0.46,0.92,0.2962962962962963,0.4074074074074074
2348,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,19.0,2004.0,14,9,846,9.4,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,8.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0
2349,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,21.0,2002.0,30,30,2687,29.9,0,0,0,0,0,0,8,0,0.9,0.9,1.2,2.1,20.0,107.0,27.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,0.0,0.0
2350,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,25.0,1997.0,17,13,1035,11.5,0,0,0,0,0,0,6,0,0.6,0.6,0.4,1.0,5.0,44.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,0.0,0.0
2351,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,28.0,1994.0,29,24,1964,21.8,2,3,5,2,0,0,4,0,3.3,3.3,4.0,7.3,57.0,75.0,98.0,0.09,0.14,0.23,0.09,0.23,0.15,0.18,0.33,0.15,0.33,0.06896551724137931,0.10344827586206896
2352,Nicola Sansone,it ITA,"FW,MF",Lecce,it Serie A,31.0,1991.0,25,4,767,8.5,2,2,4,2,0,0,4,0,2.8,2.8,1.3,4.1,15.0,36.0,75.0,0.23,0.23,0.47,0.23,0.47,0.33,0.15,0.48,0.33,0.48,0.08,0.08
2353,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28.0,1995.0,30,22,1926,21.4,0,1,1,0,0,0,3,0,1.9,1.9,0.6,2.5,13.0,134.0,36.0,0.0,0.05,0.05,0.0,0.05,0.09,0.03,0.12,0.09,0.12,0.0,0.03333333333333333
2354,Jesús Santiago,es ESP,MF,Getafe,es La Liga,19.0,2004.0,14,8,656,7.3,1,0,1,1,0,0,4,0,0.6,0.6,0.4,1.0,5.0,15.0,12.0,0.14,0.0,0.14,0.14,0.14,0.08,0.05,0.14,0.08,0.14,0.07142857142857142,0.0
2356,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,19.0,2004.0,11,9,831,9.2,1,0,1,1,0,0,4,0,1.0,1.0,1.0,2.0,5.0,48.0,15.0,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.21,0.11,0.21,0.09090909090909091,0.0
2357,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,21.0,2002.0,29,26,2365,26.3,1,2,3,1,0,0,6,0,1.4,1.4,2.3,3.6,89.0,105.0,137.0,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.14,0.05,0.14,0.034482758620689655,0.06896551724137931
2360,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,31.0,1992.0,30,20,1745,19.4,4,7,11,2,2,2,5,0,5.5,3.9,5.9,9.8,41.0,109.0,137.0,0.21,0.36,0.57,0.1,0.46,0.28,0.3,0.59,0.2,0.5,0.13333333333333333,0.23333333333333334
2364,Ismaila Sarr,sn SEN,"FW,MF",Marseille,fr Ligue 1,25.0,1998.0,23,15,1447,16.1,3,4,7,3,0,0,1,0,3.2,3.2,2.5,5.7,49.0,36.0,152.0,0.19,0.25,0.44,0.19,0.44,0.2,0.15,0.35,0.2,0.35,0.13043478260869565,0.17391304347826086
2366,Martin Satriano,uy URU,FW,Brest,fr Ligue 1,22.0,2001.0,33,21,1864,20.7,4,4,8,4,0,0,4,0,6.1,6.1,2.9,9.0,28.0,37.0,121.0,0.19,0.19,0.39,0.19,0.39,0.29,0.14,0.43,0.29,0.43,0.12121212121212122,0.12121212121212122
2367,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31.0,1991.0,32,32,2765,30.7,9,6,15,2,7,7,8,1,9.1,3.6,6.9,10.5,39.0,224.0,108.0,0.29,0.2,0.49,0.07,0.26,0.29,0.22,0.52,0.12,0.34,0.28125,0.1875
2368,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32.0,1991.0,23,19,1630,18.1,0,0,0,0,0,0,7,1,0.3,0.3,0.1,0.5,14.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,0.0,0.0
